Name,Industry,Number of employees,Website,Key people,Revenue,Founded,Headquarters
TEAC Corporation,Electronics,"1,046 (consolidated, as of 30 September 2015)",http://www.teac.co.jp/us/,Yuji Hanabusa ( President ),"JPY 20.3 billion ( FY 2014)
                        ( US$ 185 million) (FY 2014)","Tokyo , Japan (29 August 1953 ; 66 years ago ( 1953-08-29 ) )","Ochiai, Tama-shi, Tokyo , 206-8530 , Japan"
"Tobu Railway Co., Ltd.",Rail -focused conglomerate,"4,659 (As of March 2010 [update] )",http://www.tobu.co.jp,Nezu Kaichirō,,November 1897,"2-18-12 Oshiage, Sumida-ku, Tokyo , Japan"
TDK Corporation,Electronics,"102,883 [1]",http://www.global.tdk.com,Shigenao Ishiguro ( President ),"JP¥ 1,271.7 billion US$ 12 billion (2018) [1]","December 7, 1935 ; 83 years ago ( 1935-12-07 ) as Tokyo Denki Kagaku Kōgyō K.K.","Nihonbashi , Chūō , Tokyo , Japan"
"THK Co., Ltd.",Machinery,"13,478 (consolidated, as of December 31, 2018)","http://www.thk.com/jp/,https://www.wikidata.org/wiki/Q965361?uselang=en#P856",Akihiro Teramachi ( President and CEO ),JPY 353.4 billion ( FY 2018) ( US$ 3.2 billion),"April 10, 1971 ; 48 years ago ( 1971-04-10 )","Shibaura , Minato-ku, Tokyo , 108-8506 , Japan"
"Takeuchi Mfg. Co., Ltd.",Machinery,"691 (as of February 28, 2018)",http://www.takeuchi-mfg.co.jp/english/,Akio Takeuchi ( President ),"JP¥ 94.3 billion ( FY 2017)
                        ( US$ 846 million) (FY 2017)","Sakaki (August 21, 1963 ; 56 years ago ( 1963-08-21 ) )","Sakaki, Hanishina district , Nagano Prefecture 389-0605, Japan"
"The Toho Bank, Ltd ",Banking Financial Services,"1,860",http://tohobank.co.jp,Kiyoshi Kitamura (President),,"Koriyama, Fukushima , Japan","Fukushima , Japan (December 1946)"
The Tohoku Bank Ltd ,Banking Financial Services,580,http://www.tohoku-bank.co.jp,Shin Asanuma (President),,"November 1, 1950","Morioka, Iwate , Japan"
Takeda Pharmaceutical Company Limited,Pharmaceuticals,"30,481 (2012)",http://www.takeda.com,Yasuchika Hasegawa ( Chairman of the Board ) Christophe Weber [2] ( President & CEO ),"¥1,557,267 million ( FY 2012) [* 1]","Doshomachi, Osaka, Japan (June 12, 1781 ( 1781-06-12 ) )","Nihonbashi , Chuo, Tokyo , Japan (global headquarters) [1]"
Takata Corporation,Automotive industry,"50,530 (as of March 31, 2016)",http://www.takata.com/en/,Shigehisa Takada ( Chairman and CEO ),¥ 718.003 billion (2016),Shiga Prefecture (1933 ; 86 years ago ( 1933 ) ),"Roppongi , Minato-ku , Tokyo, 106-8488 , Japan"
Takasago International Corporation,Chemicals,"3,354  (consolidated, as of March 31, 2018)",https://www.takasago.com/en/index.html,Satoshi Masumura ( President and CEO ),JPY 141.5 billion ( FY 2018) ( US$ 1.3 billion),"December 9, 1920 ; 99 years ago ( 1920-12-09 )","Kamata , Ota-ku, Tokyo 144-8721 , Japan"
"Tamron Co., Ltd.",Imaging,"4,640 (as of December 31, 2017) [1]",http://www.tamron.co.jp/en/,"Shiro Ajisaka, President & CEO","56,650 million Yen (FY2010)","Saitama , Japan (November 1, 1950)","Saitama , Japan , Japan"
Takara Holdings Inc.,Beverages,"3,780 (consolidated, as of March 31, 2016)",https://www.takara.com,Hisashi Ohmiya ( Chairman ) Toshio Kakimoto ( President ),"JPY 225.3 billion ( FY 2015)
                        ( US$ 1.99 billion) (FY 2015)","June 1925, 09 ; 94 years ago ( 09-06-1925 )","Shimogyō-ku, Kyoto 600-8688 , Japan"
Taiyo Nippon Sanso Corporation,Chemicals Health care Engineering,"19,229 (consolidated, as of 31 March 2019) [2]",https://www.tn-sanso.co.jp/en/index.html,Yujiro Ichihara ( President and CEO ),"JPY 740.3 billion ( FY 2018)
                        ( US$ 6.8 billion) (FY 2018) [1]",1918,"Shinagawa-ku, Tokyo 142-8558 , Japan"
"Taisho Pharmaceutical Holdings Co., Ltd.",Pharmaceuticals,"6,340 (consolidated, as of March 31, 2018)",https://www.taisho-holdings.co.jp/en/,Akira Uehara ( President CEO ),"JPY 280 billion ( FY 2017)
                      ( US$ 2.6 billion) (FY 20177)","October 12, 1912 ; 106 years ago ( 1912-10-12 )","Toshima-ku, Tokyo 170-8655 , Japan"
Taisei Corporation,Construction,"13,977 [1] (2017)",http://www.taisei.co.jp/,"Yamauchi Takashi (Chairman, Representative Director) Yoshiyuki Murata (President and Chief Executive Officer, Representative Director)","¥1,487,253 million [1] (2017)","Tokyo , Japan (October 1, 1873 ( 1873-10-01 ) )","Shinjuku , Tokyo , Japan"
"Takashimaya Company, Limited",Retailing,"14,662 (2015)",http://www.takashimaya.co.jp/,"Shigeru Kimoto, President",JPY 912.5 bn (2014),"Kyoto , January 10, 1831 ( 1831-01-10 )","Chūō-ku , Osaka , Japan"
Taiheiyo Cement Corporation,Construction materials,"13,087 (consolidated as of June 2014)",http://www.taiheiyo-cement.co.jp/english/top.html,Keiji Tokuue ( Chairman of the Board ) Shuji Fukuda ( President ),"US$ 8.16 billion ( FY 2014)
                   ( ¥ 840.28 billion) (FY 2014)",(May 1881 ; 138 years ago ( 1881-05 ) ),"Daiba Garden City Building, 2-3-5, Daiba, Minato-ku , Tokyo 135-8578 Japan"
TADANO Ltd.,Machinery,"3,227 (consolidated, as of March 31, 2014)",http://www.tadano.com/index.html,Koichi Tadano ( President and CEO ),"JPY 181.7 billion ( FY 2013)
                        ( US$ 1.7 billion) (FY 2013)","Takamatsu, Kagawa (August 24, 1948 ; 71 years ago ( 1948-08-24 ) )","Takamatsu, Kagawa, 761-0185, Japan [1]"
"T. Hasegawa Co., Ltd.",Chemicals,"1,590 (consolidated, as of September 30, 2018)",https://www.t-hasegawa.co.jp/en/,Tokujiro Hasegawa ( Chairman and CEO ) Takao Umino ( President and COO ),JPY 49.7 billion ( FY 2018) ( US$ 450 million),"May 9, 1903 ; 116 years ago ( 1903-05-09 ) as Hasegawa Totaro Shoten","Chuo-ku, Tokyo 103-8431 , Japan"
"Taiyo Yuden Co., Ltd.",Electronics,"18,753 (consolidated) 2,586 (non-consolidated) (as of March 31, 2017)",http://www.ty-top.com,"Shoichi Tosaka, ( CEO and President )","$ 2.112 billion USD ( FY 2016)
                             (¥  230.72 billion JPY ) ( FY 2016)","Tokyo , Japan (March 23, 1950 ( 1950-03-23 ) )","2-7-19, Kyobashi , Chuo-ku , Tokyo 104-0031, Japan"
Sysmex Corporation,Medical equipment and devices,"7,446 (as of March 31, 2016)",http://www.sysmex.co.jp/en/index.html,Hisashi Ietsugu ( Chairman and CEO ),"JPY 253.1 billion ( FY 2015)
                        ( US$ 2.2 billion) (FY 2015)","(February 20, 1968 ( 1968-02-20 ) ) as TOA Medical Electronics","1-5-1,Wakinohama-kaigandori, Chuo-ku , Kobe, Hyogo 651-0073, Japan"
"Sumitomo Rubber Industries, Ltd. ",Automotive,"36,650 (as of March 31, 2018)",http://www.srigroup.co.jp/english/index.html,Tetsuji Mino ( Chairman ) Satoru Yamamoto [1] ( President and CEO ),"JPY 877.8 billion ( FY 2017)
                      ( US$ 7.8 billion) (FY 2017)",1909 ; 110 years ago ( 1909 ),"3-6-9 Wakinohama-cho, Chuo-ku , Kobe , Hyogo 651-0072, Japan"
Sumitomo Riko Co. Ltd. ,Rubber & plastic,"22,546 (as of March 31, 2014)",https://www.sumitomoriko.co.jp/english/,Yoshiaki Nishimura ( President and CEO ),"US$ 3.58 billion ( FY 2013)
                  ( JPY 369 billion) (FY 2013)",(December 1929 ; 89 years ago ( 1929-12 ) ),"3-1, Higashi, Komaki, Aichi 485-8550, Japan"
"Sumitomo Precision Products Co., Ltd. ",,"1,674 (Consolidated, as of March, 2011)",http://www.spp.co.jp/English/index2-e.html,,,"January, 1961","Amagasaki , Hyogo , Japan"
"Sumitomo Mitsui Trust Holdings, Inc.",Financial services,"21,113 (2015)",http://smth.jp/en,Kazuo Tanabe ( President ),,"2002 ; 17 years ago ( 2002 ) (as Chuo Mitsui Trust Holdings, Inc.)","Tokyo , Japan"
"Sumitomo Mitsui Financial Group, Inc.","Banking , Financial services","73,000 (2017) [1]","http://www.smfg.co.jp,http://www.smfg.co.jp/english",Koichi Miyata (Chairman) Takeshi Kunibe (President),¥ 3.812 trillion (2017) [1],"December 2, 2002 ( 2002-12-02 )","Kanda , Chiyoda , Tokyo , Japan"
"Sumitomo Mitsui Construction Co., Ltd.",Construction,"4,444 (as of March 31, 2016)",https://www.smcon.co.jp/en/index.html,Yoshiyuki Norihisa ( Chairman of the Board and CEO ) Hideo Arai ( President and COO ),"JPY 403.9 billion ( FY 2016)
                        ( US$ 3.7 billion) (FY 2016)",2003 ; 16 years ago ( 2003 ) through merger,"Chuo-ku,Tokyo 104-0051 , Japan"
"Sumitomo Heavy Industries, Ltd.",Machinery,"17,941 (consolidated as of March 31, 2014)",http://www.shi.co.jp/english/index.html,Shunsuke Betsukawa ( President and CEO ),"$ 6.02 billion ( FY 2014)
                   ( ¥ 615.2 billion) (FY 2014)","November 20, 1888 ; 130 years ago ( 1888-11-20 )","ThinkPark Tower , 2-1-1 Osaki , Shinagawa-ku , Tokyo , 141-6025 Japan"
Suntory Beverage & Food Limited,Beverage,,http://suntory.com,Nobutada Saji ( CEO ),,"Osaka , Japan 1899 ; 120 years ago ( 1899 )","Osaka , Japan"
"Sumitomo Electric Industries, Ltd. (SEI)",Non-ferrous metal,"272,796 (2019)",http://global-sei.com,Osamu Inoue (社長),"￥ 3,177,985 million (2019, consolidated)",1897,"Osaka , Japan"
"Sumitomo Dainippon Pharma Co., Ltd.",Biotech & Pharmaceuticals,"7,009 (consolidated) 4,291 (non-consolidated) (as of  June 30, 2014)",http://www.ds-pharma.com/index.html,"Masayo Tada, ( President and CEO )","US$ 3.76 billion ( FY 2013)
                   ( ¥ 387.69 billion) (FY 2013)","October 1, 2005 (merger of Dainippon Pharmaceutical & Sumitomo Pharmaceuticals)","6-8, Doshomachi 2-chome, Chuo-ku , Osaka , Osaka 541-0045, Japan"
Sumitomo Corporation,General trading,"74,638 (consolidated as of March 31, 2014)",http://www.sumitomocorp.co.jp/english/,Kazuo Ohmori ( Chairman ) Kuniharu Nakamura ( President and CEO ),"$ 32.16 billion USD ( FY 2013)
                   (¥ 3,317 billion JPY ) (FY 2013)","24 December 1919 ; 99 years ago ( 1919-12-24 ) Osaka , Japan","Harumi Island Triton Square Office Tower Y 8-11 Harumi 1-chome, Chuo-ku , Tokyo 104-8610, Japan"
"Sumitomo Realty & Development Co., Ltd.",Real estate development,,"http://www.sumitomo-rd.co.jp/,https://www.wikidata.org/wiki/Q4050347?uselang=en#P856","Junji Takashima, Chairman Kojun Nishima, President",,"December 1, 1949 ; 69 years ago ( 1949-12-01 )","Shinjuku NS Building 4-1, Nishi-Shinjuku 2-chome, Shinjuku , Tokyo , Japan"
Suzuki Motor Corporation,Automotive,,http://www.globalsuzuki.com/,Osamu Suzuki ( Chairman ) Yasuhito Harayama (Vice Chairman) Toshihiro Suzuki ( President ),"¥ 2,578.3 billion (FY2012) [2] ( US$26.27 billion )",October 1909 ; 110 years ago ( 1909-10 ) (as Suzuki Loom Works),"Hamamatsu , Shizuoka , Japan"
"Sumitomo Chemical Co., Ltd.",,"37400 (as of March 31, 2017)",http://www.sumitomo-chem.co.jp/english,Osamu Ishitobi ( Chairman and CEO ) Masakazu Tokura ( President ),"US$ 21.8 billion ( FY 2013)
                  ( JPY 2,243 billion) (FY 2013)","Ehime, Japan (September 22, 1913 ; 106 years ago ( 1913-09-22 ) )","( Tokyo head office ): Tokyo Sumitomo Twin Building (East), 27-1, Shinkawa 2-chome, Chūō, Tokyo 104-8260, Japan ( Osaka head office ): Sumitomo Building, 5-33, Kitahama 4-chome, Chūō-ku, Osaka 541-8550, Japan"
SUMCO Corporation,Semiconductor,"7,277 (consolidated as of December 31, 2013)",http://www.sumcosi.com/english/index.html,Mayuki Hashimoto ( President and CEO ),"$ 1.83 billion USD ( FY 2013)
                   (¥ 200.58 billion JPY ) (FY 2013)","(July 30, 1999 ; 20 years ago ( 1999-07-30 ) )","1-2-1 Shibaura, Minato, Tokyo 105-8634, Japan"
"Star Micronics Co., Ltd.",Electronics and printers,"Approx 2,500",http://www.star-m.jp/eng/index.htm,Hajime Sato (President and CEO),"¥ 35,717 million ( £ 267 million) (Year ended  28 February 2011) [1]","Tegoshi, Shizuoka , Japan 1947 ; 72 years ago ( 1947 )","Shizuoka , Japan"
"Stanley Electric Co., Ltd.",Automotive,"16,687 (consolidated, as of March 31, 2018)",http://www.stanley.co.jp/e/index.php,Takanori Kitano ( President ),"JPY 442.1 billion ( FY 2017)
                      ( US$ 4.1 billion) (FY 2017)","December 29, 1920 ; 98 years ago ( 1920-12-29 )","Nakameguro , Meguro-ku, Tokyo 153-8636 , Japan"
"Square Enix Holdings Co., Ltd.",Video games Anime Books Magazines Manga Motion pictures,"4,335 [1] (2018)",http://www.square-enix.com,Yasuhiro Fukushima (Honorary Chairman) Yosuke Matsuda (President),¥ 256.824 billion [2] (2017),"September 22, 1975 ; 44 years ago ( 1975-09-22 ) [1]","Shinjuku , Tokyo , Japan"
Sony Financial Holdings Inc.,Financial services,,http://www.SonyFH.co.jp/index_en.html/,Shigeru Ishii ( President ) [1],,1 April 2004 ; 15 years ago ( 2004-04-01 ) [1],"〒 100-0004 Ōtemachi , Chiyoda-ku , Tokyo , Japan [1]"
Subaru Corporation,"Automotive , transportation equipment manufacturing, defense",,http://www.subaru.co.jp/en,"Tomomi Nakamura , President & CEO Masaki Okawara , Vice President",,15 July 1953 ; 66 years ago ( 1953-07-15 ),"Ebisu, Shibuya , Tokyo , Japan"
Sony Corporation,Conglomerate,"114,400 (2019) [4]",http://www.sony.net/,Shuzo Sumi (Chairman of the Board) Kazuo Matsunaga (Vice Chairman of the Board) Kenichiro Yoshida (President and CEO),¥ 8.665 trillion (2019) [3],"7 May 1946 ; 73 years ago ( 1946-05-07 ) Nihonbashi , Chūō , Tokyo , Japan [2]","Sony City, Minato , Tokyo , Japan"
Sojitz Corporation,Conglomerate ( Sogo shosha ),"14,330 (2016)",http://www.sojitz.com/en/,"Masayoshi Fujimoto, President & CEO","JPY 4,006 billion (2016)",August 2004 ( August 2004 ),"Chiyoda , Tokyo , Japan"
SMC Corporation,Machinery,"17,389 (as of March 31, 2015)","http://www.smcworld.com/en/,#cite_note-1",Yoshiyuki Takada ( Chairman ) Katsunori Maruyama ( President ),"JP¥ 458 billion ( FY 2014)
                        ( US$ 3.82 billion) (FY 2014)","Tokyo (April 27, 1959 ; 60 years ago ( 1959-04-27 ) )","Sotokanda , Chiyoda-ku , Tokyo 101-0021, Japan"
SoftBank Group Corp.,Conglomerate,"74,952 (2018) [2]",https://group.softbank/en/,Masayoshi Son (Founder & CEO) Ronald D. Fisher (Vice Chairman),¥ 9.15 trillion (2018) [1],3 September 1981 ; 38 years ago ( 1981-09-03 ),"Tokyo Shiodome Building , Minato-ku , Tokyo , Japan"
StarFlyer,,,http://www.starflyer.jp,Makoto Takahashi ( Acting President ),JPY 25.1 billion ( FY2013 ),17 December 2002 ; 16 years ago ( 17 December 2002 ),"Kitakyūshū , Fukuoka Prefecture , Japan"
Showa Shell Sekiyu K.K.,Oil and gas,953,http://www.showa-shell.co.jp/english/index.html,Jun Arai (CEO) Shigeya Kato (Chairman),"JP¥ 2,953 billion (2013), approximately US$ 29.53 billion","April 11, 1900 (original) January 1, 1985 (merger)","Daiba Frontier Bldg, 2-3-2, Daiba , Minato-ku, Tokyo 135-8074"
Showa Denko K.K.,Chemicals,"15,778 (2008)",http://sdk.co.jp,Mitsuo Ohashi (Chairman) Hideo Ichikawa (President & CEO),,"June 1, 1939 ; 80 years ago ( 1939-06-01 )","Tokyo , Japan"
SHOWA Corporation,Automotive,"12,761 (consolidated, as of March 31, 2018)",https://www.showa1.com/en/index.html,Nobuyuki Sugiyama ( President ),"JPY 291.9 billion ( FY 2017)
                      ( US$ 2.7 billion) (FY 2017)","October 28, 1938 ; 80 years ago ( 1938-10-28 )","Gyoda , Saitama Prefecture , 361-850 , Japan"
Shonai Bank,Financial services,764 full time; 1380 total,http://www.shonai.co.jp/,Satoru Machida (president),,"December 1, 1878 ( 1878-12-01 )","Tsuruoka , Japan"
"Shoei Co., Ltd.",Motorcycle helmet manufacturing,457,http://shoei.com,Kenichiro Ishida (President),"¥14,244 Million (September 30, 2015) [1]",17 March 1959,"Taitō , Tokyo , Japan"
"Sompo Japan Nipponkoa Holdings, Inc. ",,440,"https://www.sompo-hd.com/,https://www.wikidata.org/wiki/Q5215858?uselang=en#P856",,,"April 1, 2001 ( 2001-04-01 )","Shinjuku , Tokyo , Japan"
"Shochiku Co., Ltd.",Entertainment (Movie),1227 (2014),http://www.shochiku.co.jp/,,8.8 billion Yen (2014),"1895 ; 124 years ago ( 1895 ) (in Tokyo , Japan as a kabuki production company)","Tsukiji 4-1-1, Chūō, Tokyo , Japan"
The Shizuoka Bank Ltd.,Finance,"4,211","http://shizuokabank.co.jp,http://shizuokabank.co.jp/english/en-001.jsp",Katsunori Nakanishi (President),,"March 1, 1943 ( 1943-03-01 )","Gofuku-chō 1-10, Aoi-ku , Shizuoka , Shizuoka , Japan"
"Shiseido Company, Limited",Consumer goods,"33,356 (2013)",http://shiseidogroup.com,Masahiko Uotani ( President and CEO ) [1],"¥1,094.83 billion ( FY 2018) [2]",1872 ; 147 years ago ( 1872 ),"Chūō , Tokyo , Japan"
"Shionogi & Co., Ltd. ",Biotechnology & Pharmaceuticals,"Consolidated : 6,082",http://www.shionogi.com/,"Isao Teshirogi, Ph.D. ( CEO and President )",$ 3.009 billion USD ( FY 2012) (¥ 282.904 billion JPY ) ( FY 2012),"Osaka , Japan (March 17, 1878 ( 1878-03-17 ) )","1-8, Doshomachi 3-chome, Chuo-ku, Osaka 541-0045, Japan"
"Japan Radio Co., Ltd.",Electronics,"5,575 (consolidated as of March 31, 2016)",http://www.jrc.co.jp/eng/index.html,Takayoshi Tsuchida ( Chairman ) Kenji Ara ( President ),"JPY 125.1 billion ( FY 2015)
                        ( US$ 1.1 billion) (FY 2015)",(December 1915 ; 103 years ago ( 1915-12 ) ),"Nakano Central Park East, Nakano-ku, Tokyo 164-8570 , Japan"
"Shindengen Electric Manufacturing Co., Ltd.",Electrical equipment,"4,956 (consolidated, as of March 31, 2018)",https://www.shindengen.com/,Yoshinori Suzuki ( President ),"JPY 92.1 billion ( FY 2017)
                      ( US$ 867 million) (FY 20177)","August 16, 1949 ; 70 years ago ( 1949-08-16 )","Ōtemachi , Chiyoda-ku, Tokyo 100-0004 , Japan"
"Japan Exchange Group, Inc.",Financial services,,http://www.jpx.co.jp/english/,"Atsushi Saito, CEO",,"January 1, 2013","Kabutochō, Chūō , Tokyo , Japan"
Japan Display Inc.,Electronics,"9,840 (as of September 30, 2018)",http://www.j-display.com/english/index.html,Yoshiyuki Tsukizaki ( CEO and President ),"US$ 6.76 billion ( FY 2018)
                   ( ¥ 717.52 billion) (FY 2018)","(April 1, 2012 ; 7 years ago ( 2012-04-01 ) )","Landic Shinbashi Building 2, 3-7-1, Nishi-shinbashi , Minato, Tokyo , 105-0003, Japan"
"Japan Aviation Electronics Industry, Ltd. (JAE)",Electronics,"6,255",https://www.jae.com/en/,"Yasutaka Akiyama - Chairman, Tsutomu Onohara - President",,1953,"Shibuya, Tokyo , Japan"
"Japan Post Holdings Co., Ltd.",Conglomerate,"229,421 (2015) [2]",http://japanpost.jp/en,Masatsugu Nagato (President and CEO),US$ 129.686 billion (2014) [1],"January 23, 2006","Kasumigaseki , Chiyoda , Tokyo , Japan"
"Janome Sewing Machine Co., Ltd.",Machinery,"3,528 (as of June 22, 2015)",http://www.janome.com/,Hachiro Makabe ( President ),"JPY 46.01 billion ( FY 2014)
                        ( US$ 383.4 million) (FY 2014)","Tokyo, Japan (October 16, 1921 ; 97 years ago ( 1921-10-16 ) )","Hachioji , Japan"
"J. Front Retailing Co., Ltd.",Retail,"7,768",http://j-front-retailing.com/,,,"September 3, 2007 ( 2007-09-03 )","Chuo , Tokyo , Japan"
"Iwatsu Electric Co., Ltd. ","Communications, Electronics","543 (1,659 including affiliated companies) as of March 31, 2006",http://www.iwatsu.co.jp/ENGLISH/index.html/,Yoshiyuki Ishibashi (President),"39,567 million Yen (Fiscal year ended March 31, 2006)","Tokyo , Japan (August 14, 1938 ( 1938-08-14 ) )","Tokyo , Japan"
"ShinMaywa Industries, Ltd.","Transportation , Machine , Defense","4,695 [1] (March 2016)",http://www.shinmaywa.co.jp/english,Yoshihiro Onishi ( President and CEO ) [1],,"November 5, 1949 ; 69 years ago ( 1949-11-05 )","Takarazuka , Hyōgo Prefecture , Japan"
"Itochu Techno-Solutions Co., Ltd.",Information technology,"8,088 (2015)",http://www.ctc-g.co.jp,Satoshi Kikuchi (President & CEO),JPY 381.9 bn (FY2015),"April 1, 1972 ( 1972-04-01 )","Kasumigaseki Building , Tokyo , Japan"
Itochu Corporation,General trading company,"102,762 including subsidiaries (Mar. 2018) [2]",http://www.itochu.co.jp/en/,Eizo Kobayashi (Chairman) Masahiro Okafuji (President and CEO),"¥ 4,838 billion (Mar. 2018)",1858 (predecessor business) 1949 (present corporation),"Kita-ku , Osaka , Japan Minato, Tokyo , Japan [1]"
Isetan Mitsukoshi Holdings Ltd.,,"18,799",http://www.imhds.co.jp/,,"¥ 1,287 billion (2015) [1]","April 1, 2008 ( 2008-04-01 )","Shinjuku , Tokyo , Japan"
Isuzu Motors Ltd.,Manufacturing,"7,769 (29,430 consolidated)",https://www.isuzu.co.jp/world/index.html,Susumu Hosoi ( Chairman ) Masanori Katayama ( President & Representative Director),"¥1,953.20 billion (2017) [2]",1878 ; 141 years ago ( 1878 ) (as petroleum company) 30 March 1934 ; 85 years ago ( 1934-03-30 ),"Shinagawa, Tokyo , Japan"
"Iseki & Co., Ltd.",Machinery,"5,853  (consolidated, as of December 31, 2016)",http://www.iseki.co.jp/english,Eiichiro Kinoshita ( President ),"JPY 158.3 billion ( FY 2016)
                      ( US$ 1.4 billion) (FY 2016)",August 1926 ; 93 years ago ( 1926-08 ),"Matsuyama, Ehime , 799-2692 Arakawa , Tokyo (Tokyo headquarters), Japan"
INPEX Corporation,Petroleum,"2,146 (784 temporary workers) (2011)",http://www.inpex.co.jp/english/,"Kunihiko Matsuo, Chairman Naoki Kuroda, President","¥ 1,202.965 billion JPY ( FY 2007)",1941 (as Teikoku Oil) 1966 (as North Sumatra Offshore Petroleum Exploration after contract with Pertamina predecessor),"Akasaka Biz Tower 5-3-1 Akasaka, Minato-ku, Tokyo 107-6332 Japan"
"Shizuoka Railway Co., Ltd.",Private railroad,"347 (March 31, 2015)",http://group.shizutetsu.co.jp,Tomohisa Imada (President),JPY 18 billion,"May 1, 1919","Aoi-ku, Shizuoka , Japan"
"Ito En, Ltd. ",Beverage,,http://www.itoen.com,,,1966 ; 53 years ago ( 1966 ),"Honmachi, Shibuya , Tokyo"
Imperial Hotel,Hotels,,http://www.imperialhotel.co.jp/e/index.html,,,1887,"Chiyoda Ward , Tokyo , Japan"
IHI Corporation,Heavy equipment,"26,618 (2013)",https://web.archive.org/web/20040612063711/http://www.ihi.co.jp/index-e.html,Tamotsu Saito (Chairman) Tsugio Mitsuoka (President and CEO),¥ 1486.33 billion (2016) [1],5 December 1853 ; 165 years ago ( 1853-12-05 ),"Toyosu IHI Building, Tokyo , Japan"
"IG Port, Inc.","Anime , Film , Television , Video Games",,http://www.igport.co.jp/,"Mitsuhisa Ishikawa (Founder/Director/Current President and CEO) Takayuki Goto (Founder, Character Designer) Hiroyuki Nakano (Executive Officer) Mikio Gunji (Executive Officer)","¥ 75,892,78,000 (2017)","December 15, 1987 (as IG Tatsunoko Limited) December 1, 2007 (merger between Production I.G and Mag Garden to become IG Port)","Tokyo , Japan"
"Ibiden Co., Ltd.",Electronics,"14,290 (as of March 31, 2016)",http://www.ibiden.com/index.html,Hiroki Takenaka ( President and CEO ),"JPY 314 ( FY 2015)
                    ( US$ 2.7 billion) (FY 2015)","November 25, 1912 ; 106 years ago ( 1912-11-25 ) as Ibigawa Electric Power","Ogaki, Gifu , 503-8604 , Japan"
"Howa Machinery, Ltd.",Machinery,"849 (consolidated, as of March 31, 2019)",http://www.howa.co.jp/en/,Takahiro Tsukamoto ( President ),JPY 22.3 billion ( FY 2018) ( US$ 202 million),"February 9, 1907 ; 112 years ago ( 1907-02-09 )","Kiyosu city , Aichi Prefecture 452-8601 , Japan"
"Ichibanya Co., Ltd. ",Foodservice,775,"http://www.ichibanya.co.jp/english/index.html,http://www.ichibanyausa.com","Toshiya Hamajima, president and representative director","¥ 38,043 million (May 2010)","July 1, 1982 ; 37 years ago ( 1982-07-01 )","Ichinomiya, Aichi , Japan"
House Foods Group Inc.,Food,"6,248 (consolidated, March 31, 2017)",https://housefoods-group.com/en/,Hiroshi Urakami ( President ),"JPY 291.8 billion ( FY 2017)
                      ( US$ 2.7 billion) (FY 20177)","November 11, 1913 ; 105 years ago ( 1913-11-11 ) as Urakami Shoten","Higashiōsaka, Osaka , 577-8520 , Japan"
"Honda Motor Co., Ltd.",Conglomerate,"215,638 (2018) [1]",http://world.honda.com/,Toshiaki Mikoshiba (Chairman) Takahiro Hachigo (President and CEO),¥ 15.36 trillion (2018) [1],"Hamamatsu , Japan (October 1946 ( 1946-10 ) , incorporated 24 September 1948 ; 71 years ago ( 1948-09-24 ) )","Minato , Tokyo, Japan"
Hoya Corporation,Precision instruments,"34,635 (as of March 31, 2015)",http://www.hoya.com/index.html,Hiroshi Suzuki ( President and CEO ),"JP¥ 490 billion ( FY 2014)
                        ( US$ 4.1 billion) (FY 2014)","Hoya, Japan (November 1, 1941 ; 77 years ago ( 1941-11-01 ) )","Shinjuku-ku , Tokyo 161-8525, Japan"
ICOM Inc.,Electronics,"1,080 (consolidated, as of March 31, 2018)",http://www.icom.co.jp/world/,Tokuzo Inoue ( Chairman and CEO ) Masataka Harima ( President ),"JPY 24.8 billion ( FY 2017)
                      ( US$ 234 mllion) (FY 2017)",April 1954 ; 65 years ago ( 1954-04 ),"Hirano-ku , Osaka , 547-0003 , Japan"
Hokuetsu Corporation,Pulp and paper,"4,779 (consolidated, as of March 31, 2018)",http://www.hokuetsucorp.com/en/index.html,Sekio Kishimoto ( President and CEO ),"JPY 269 billion ( FY 2017)
                      ( US$ 2.5 billion) (FY 2017)","April 27, 1907 ; 112 years ago ( 1907-04-27 )","Chuo-ku, Tokyo 103-0021 , Japan"
HKS Co. Ltd.,"Automotive, motorsport",276 (February 2009),http://www.hks-power.co.jp/,Hiroyuki Hasegawa Goichi Kitagawa,"8,514,000,000 yen (2005)",1973,"Fujinomiya , Shizuoka , Japan"
"Hitachi Construction Machinery Co., Ltd.",machinery,"21,814 (2012)",https://www.hitachicm.com/,Kotaro Hirano (President),¥753.947 billion (2017) [Financial 1],"Tokyo, Japan (January 30, 1951 ( 1951-01-30 ) )","16-1, Higashiueno 2-chome, Taito-ku, Tokyo , Japan"
"Horiba, Ltd.",Electronics,"5,787 (consolidated as of December 31, 2013)","http://www.jp.horiba.com/,https://www.wikidata.org/wiki/Q176572?uselang=en#P856","Atsushi Horiba ( Chairman of the Board , President and CEO )","US$ 1.31 billion ( FY 2013)
                   ( ¥ 138.13 billion) (FY 2013)",France (1983 ; 36 years ago ( 1983 ) ),"2 Miyanohigashi, Kisshoin, Minami-ku Kyoto, 601-8510 Japan"
Hitachi Zosen Corporation,Heavy Industry,,http://www.hitachizosen.co.jp/,,,1881,"Osaka , Japan"
