Name,業種,従業員数,外部リンク,関係する人物,資本金,設立,本店所在地
東京海上ホールディングス株式会社,保険業,"連結：36,902人　単独：474人（2016年3月31日現在）",https://www.tokiomarinehd.com/,,"1,500億円 [4]",2002年 （平成14年） 4月2日 [3],
東急建設株式会社,建設業,"連結：2,571人　単独：2,412人 （2016年3月31日現在）",https://www.tokyu-cnst.co.jp/,五島慶太 （創設者） 五島昇 （元会長） 五島哲 （元社長） 八木勇平 （元社長） 小俣芳明 山田豊彦,163億54百万円 （2016年3月31日現在）,2003年 （ 平成 15年） 4月10日 （TCホールディングズ株式会社）,
株式会社 東海理化電機製作所,輸送用機器,"連結18,919名 （2018年3月31日現在）",http://www.tokai-rika.co.jp/,,228億56百万円,1948年 （ 昭和 23年） 8月30日,
株式会社TOKAIホールディングス,卸売業 [1],"連結 3,821名 （2017年3月31日現在）",https://tokaiholdings.co.jp/,,140億円,2011年 （平成23年） 4月1日,
東海東京フィナンシャル・ホールディングス株式会社,証券、商品先物取引業,"連結：2,214人 単独：59人 （2014年3月31日現在）",https://www.tokaitokyo-fh.jp/,,360億円 （2014年3月31日現在）,1929年 （ 昭和 4年） 6月19日,
東海染工株式会社,繊維製品,単体 287名、連結 926名 （2016年3月31日現在） [1],http://www.tokai-senko.co.jp/,,43億円 [1],1941年 （ 昭和 16年） 3月1日,
東急不動産ホールディングス株式会社,不動産業,"連結18,243人（2015年3月31日現在）",https://www.tokyu-fudosan-hd.co.jp/,,600億円（2015年3月31日現在）,2013年 10月1日,〒 150-0043 東京都 渋谷区 道玄坂 1-21-2
東海カーボン株式会社,ガラス・土石製品,"単体732人、連結2,064人 （2014年12月現在） [1]",https://www.tokaicarbon.co.jp/,,204億36百万円（2014年12月） [1],1918年 4月8日,
東亜道路工業株式会社,建設業,"連結：1,515人 単体：975人（2017年3月31日現在）",https://www.toadoro.co.jp/,,"75億8,418万8,930円 （2012年3月31日現在）",1930年 （昭和5年） 11月28日,
東亜ディーケーケー株式会社,電気機器,単体352人、連結人589人,https://www.toadkk.co.jp/,,18億4248万1000円,1944年 9月19日,
東亞合成株式会社,化学,"単独1,205人、連結2,442人 （2014年12月31日現在）",http://www.toagosei.co.jp/,福澤桃介 ・ 福澤駒吉 （創業者） 中川和明 （元社長）,"208億8,600万円 （2014年12月31日現在）",1942年 （ 昭和 17年） 3月31日 （矢作工業株式会社）,
デンヨー株式会社,電気機器,連結:691人 単体:436人 （2011年3月31日現在）,http://www.denyo.co.jp/,久保山英明 古賀繁,19億5483万円,1948年 7月2日,
東亜建設工業株式会社,建設業,連結：1770名　単独：1457名 （2016年3月31日現在）,https://www.toa-const.co.jp/,,189億7665万円,1920年 （ 大正 9年） 1月23日 （東京湾埋立株式会社）,
東映株式会社,情報・通信業,連結:1000名 単体:322名 （2011年3月31日現在）,https://www.toei.co.jp/,大川博 岡田茂 渡邊亮徳 黒川渉三 五島慶太 五島昇 高岩淡 白倉伸一郎,117億709万2928円,1949年 10月1日 （創立： 1951年 4月1日 ）,
天馬株式会社,化学,"連結：6,966名、単独：667名 （2018年3月31日現在）",https://www.tenmacorp.co.jp/,,"19,225百万円",1949年 8月26日 （太洋商事株式会社）,
株式会社テンポイノベーション,不動産業,71名,https://www.tenpo-r.co.jp/,,3億839万4398円,2007年 11月27日,
株式会社電通国際情報サービス,情報・通信業,"2,635名（2016年12月末現在）",https://www.isid.co.jp/,,"81億8,050万円",1975年 12月11日,
東海旅客鉄道株式会社,陸運業,連結 29128名 単独 18148名 （2019年3月31日現在 [2] ）,https://jr-central.co.jp/,須田寛 （元社長） 松本正之 （元社長） 中川彰 （元副社長） 歴代社長 、 関連人物 の節も参照,"1,120億円 [1]",1987年 （ 昭和 62年） 4月1日,
株式会社電通,サービス業,"連結：62,608人 単独：6,921人 （2018年12月31日現在）",http://www.dentsu.co.jp/,光永星郎 （創業者） 吉田秀雄 （4代目社長）,746億900万円 （2018年12月期）,1906年 12月27日,
電気興業株式会社,電気機器,"連結1,049名、単体507名 （2013年3月）",https://www.denkikogyo.co.jp/,,87億7478万円,1950年6月1日,
テンアライド株式会社,小売業,"4,219名(内正社員418名)",https://www.teng.co.jp/,,"52億5,720万円",1969年 12月20日,
デンカ株式会社,化学,"連結：5944人,単体：3011人 (2018年3月末日現在)",https://www.denka.co.jp/,𠮷髙紳介 （元代表取締役会長、現取締役会長）,369億9800万円,1915年 （ 大正 4年） 5月 （電気化学工業株式会社）,
株式会社テレビ朝日ホールディングス,情報・通信業,"連結:4,164人 単体:73人 (2015年3月期) [2]",https://www.tv-asahihd.co.jp/,,"366億4,280万円 (2014年4月1日現在)",1957年 （ 昭和 32年） 11月1日 （ 株式会社日本教育テレビ ）,
株式会社デンソー,輸送用機器,連結：16万8813人 （2018年3月末時点）,https://www.denso.com/jp/ja/,豊田章一郎 （元取締役） 豊田章男 （取締役） 小林耕士 （元副会長）,1874億57百万円 （2015年3月31日時点） [1],1949年 12月16日 （日本電装株式会社）,
株式会社電算システム,情報・通信業,連結 716名 / 単体 583名 （2015年12月31日現在） [1],https://www.densan-s.co.jp/,,"12億2,921万円",1967年 （ 昭和 42年） 3月14日 （株式会社岐阜電子計算センター）,
株式会社電算,情報・通信業,713名（2018年3月末現在）,https://www.ndensan.co.jp/,,13億9355万円,1966年 3月29日,
株式会社テレビ東京ホールディングス,情報・通信業,"連結：1,489人、単独：129人 （2016年3月31日現在）",https://www.txhd.co.jp/,高橋雄一 （会長）,100億円（2016年3月31日現在）,2010年 10月1日,
テルモ株式会社,精密機器,"連結：24,508名 単体：4,943名 （2018年3月末現在）",https://www.terumo.co.jp/,阿久津哲造 （元社長） 和地孝 （元社長） 高橋晃 （元社長）,387億16百万円 （2009年3月31日現在）,1921年 （ 大正 10年） 9月 （赤線検温器株式会社）,
株式会社デファクトスタンダード,小売業,55名（2017年9月末現在）,http://www.defactostandard.co.jp,,12億942万円,2004年 4月,
鉄建建設株式会社,建設業,"単体1,670名 連結1,822名（2012年3月31日現在）",https://www.tekken.co.jp/,,"182億9,370万円 （2012年3月31日現在）",1944年 （ 昭和 19年） 2月1日 （鉄道建設興業株式会社）,
株式会社デジタルハーツホールディングス,情報・通信業,連結862名（2019年3月末現在）,https://www.digitalhearts.com/,,2億76百万円（2018年3月末現在）,2001年 4月19日,
デジタルアーツ株式会社,情報・通信業,連結:196名 （2018年3月31日現在）,"https://www.daj.jp/,https://www.finalcode.com/jp/",,7億1359万262円 （2018年3月31日現在）,1995年 6月,
株式会社デサント,繊維製品,"連結：3,469人　単体：219人 （2018年3月31日現在） [2]",https://www.descente.co.jp/jp/,石本雅敏 （元社長）,"38億4,620万円",1935年 2月,
株式会社デザインワン・ジャパン,サービス業,85名（2017年8月現在）,https://www.designone.jp/,,6億42百万円,2005年9月13日,
株式会社デジタルガレージ,情報・通信業,連結744名 単独436名 （2018年3月31日現在）,https://www.garage.co.jp/ja/,,"47,345百万円（2019年3月末時点）",1995年 （ 平成 7年） 8月17日,
テクマトリックス株式会社,情報・通信業,連結837名　単体404名 （2015年3月）,https://www.techmatrix.co.jp/index.html,,12億9812万円,1984年8月30日,
株式会社テクノメディカ,電気機器,223名（2019年3月31日現在）,http://www.technomedica.co.jp/,,"10億6,980万円",1987年 9月8日,
株式会社テクノスジャパン,情報・通信業,単体269名・連結388名（2019年4月1日現在）,https://www.tecnos.co.jp/,,5億6252万円,1994年 4月27日,
デクセリアルズ株式会社,化学,"連結：1,981人,単体：1,585人 (2018年3月末日現在)",https://www.dexerials.jp/,,159億6300万円,2012年（平成24年）6月20日 （株式会社VGケミカル）,
株式会社テー・オー・ダブリュー,サービス業,連結 188名 単独 153名 （2017年6月期） [1],https://tow.co.jp/,,"9億4,899万円 [1]",1989年3月14日,
テクノプロ・ホールディングス株式会社,サービス業,"連結19,508名（2018年6月30日現在）",https://www.technoproholdings.com/,,69億383万6000円（ 2018年 6月 現在）,2006年 7月25日 （ジャパン・ユニバーサル・ホールディングス・アルファ株式会社）,
株式会社テーオーシー,不動産業,単体72名、連結173名 （2013年3月31日現在）,https://www.toc.co.jp/toc/,星新一 （元社長） 大谷和彦（代表取締役会長） 古海忠之 （元相談役）,"117億6,819万円 （2013年3月31日現在）",1926年 4月3日 （星製薬株式会社）,
株式会社ティラド,輸送用機器,"連結：4,485名　単独：1,555名",https://www.trad.co.jp/,,"85億4,564万円",1936年 （ 昭和 11年） 11月11日 （株式会社東洋ラヂエーター製作所）,
株式会社TBK,輸送用機器,"連結：1,451人　単独：389人 （2014年3月31日現在）",http://www.tbk-jp.com/,,46億17百万円,1948年 （昭和23年） 8月13日 （注） （日本油圧機器工業株式会社）,
TPR株式会社,機械,"連結5,412人",https://www.tpr.co.jp/,山岡秀夫 （元会長・社長）,45億37百万円,1939年 12月3日,
TDCソフト株式会社,情報・通信業,"単体：1,564名（2019年4月1日現在）",https://www.tdc.co.jp/,,"9億7,040万円",1963年 12月17日,
株式会社DTS,情報・通信業,"連結：4,378名　単独：2,643名 （2018年3月31日現在）",https://www.dts.co.jp/,,61億13百万円,1972年 （昭和47年） 8月25日,
ディップ株式会社,サービス業,"1,620名（2017年4月1日時点の正社員）※派遣・アルバイト･役員除く",https://www.dip-net.co.jp/,,10億8500万円 （2016年2月末日現在）,1997年3月14日,
株式会社ディスコ,機械,4123名 （2013年3月期）,https://www.disco.co.jp/jp/index.html,,145億1746万520円 （2013年3月）,1940年 3月2日,
TDK株式会社,電気機器,"連結：102,883人 （2018年3月31日現在）",https://www.jp.tdk.com/corp/ja/index.htm,齋藤憲三 （創業者） 山崎貞一 （元社長） 上釜健宏 （元社長）,326億41百万円 （2016年3月31日現在）,1935年 12月7日 （東京電気化学工業株式会社）,
株式会社 帝国電機製作所,機械,"連結1,233人 単体342人 （2015年3月）",https://www.teikokudenki.co.jp/,,"31億1,811万円8,450円",1939年 9月12日,
DCMホールディングス株式会社,小売業,"連結：4,343人 単独：236人 （平成30年2月末日現在）",https://www.dcm-hldgs.co.jp/,前田勝敏 （初代社長）,100億58百万円 （ 平成30年 2月 末日 現在）,2006年 （ 平成 18年） 9月1日,
帝国通信工業株式会社,電気機器,,,,,1944年 （ 昭和 19年） 8月1日,
帝人株式会社,繊維製品,"連結：19,711名 （2018年3月31日時点）",https://www.teijin.co.jp/,秦逸三 （創設者） 久村清太 （同） 大屋晋三 （元社長） 長島徹 （元社長）,718億32百万円 （2018年3月31日時点） [1],1918年 （ 大正 7年） 6月17日 （帝国人造絹絲株式会社）,
帝国繊維株式会社,繊維製品,121名（単体）・259名（連結）,http://www.teisen.co.jp/,,"13億8,709万円",1950年 7月1日,
株式会社TKC,情報・通信業,"連結：2,547名 単体：2,234名 （2016年9月30日現在）",https://www.tkc.jp/,,57億円,1966年 （ 昭和 41年） 10月22日 （株式会社栃木県計算センター）,〒 320-8644 栃木県 宇都宮市 鶴田町1758番地
株式会社テイクアンドギヴ・ニーズ,サービス業,"連結2,364名（2018年3月）",https://www.tgn.co.jp/,,52億64百万円（2018年3月）,1998年 10月,
株式会社ティーガイア,情報・通信業,"4,352名(2017年4月1日現在)",https://www.t-gaia.co.jp/,宮崎重則,31億54百万円,1992年 （ 平成 4年） 2月20日 （三井物産情報通信株式会社）,
テイカ株式会社,化学,"連結：702人,単体：484人 (2018年3月末日現在)",http://www.tayca.co.jp/,,98億5595万3999円,1919年 （大正8年） 12月22日,
DMG森精機株式会社,機械,"13,042名（2018年12月）",https://www.dmgmori.co.jp/,,511億円,1948年 （ 昭和 23年） 10月26日,〒 639-1160 奈良県 大和郡山市 北郡山町106番地
THK株式会社,機械,"連結:9,494名  単独:3,353名 （2015年3月31日現在）",https://www.thk.com/?q=jp,,346億06百万円,1971年 （昭和46年） 3月11日 (※),
TOA株式会社,電気機器,"連結3,030名、単体777名 （2014年3月）",https://www.toa.co.jp/,,52億79百万円,1949年 4月20日,
株式会社ディー・エヌ・エー,サービス業,連結：2475人、単独：1341人 （2018年3月31日時点）,https://dena.com/,南場智子 （創業者） 村田マリ （元役員）,103億9700万円 （2018年3月31日時点）,1999年 8月,
株式会社T&Dホールディングス,保険業,"連結：19,489名 （2019年3月31日現在）",https://www.td-holdings.co.jp/,中込賢次 （元社長） 喜田哲弘 （元社長）,"2,071億1,186万円",2004年 （ 平成 16年） 4月1日,
DIC株式会社,化学,"連結:20,628人 単独:3,503人 （2017年12月31日現在）",http://www.dic-global.com/ja/index.html,川村喜十郎 （創業者）,965億57百万円,1937年 （ 昭和 12年） 3月15日 （大日本インキ製造株式会社）,
"テイ・エス テック株式会社
",輸送用機器,"連結 17,014名 単体 1,723名",https://www.tstech.co.jp/,,47億円,1960年 12月5日,
ティアック株式会社,電気機器,単体 294名、連結 738名 （2017年3月現在）,https://www.teac.co.jp/jp/,,60億円,1953年 8月26日 （東京テレビ音響株式会社）,
